Jogador;Clube;Clube.1;Quantia paga;Unnamed: 4;CONTEXTO_ORIGEM
Bruno Formigoni;;Paulista;Fim do empréstimo;;Entradas 11/12
Alex Cazumba;;Botafogo-SP;Fim do empréstimo;;Entradas 11/12
Rafael Lopes;;Corinthians-AL;Fim do empréstimo;;Entradas 11/12
Rafinha;;São Paulo U20;-;;Entradas 11/12
Alex Cazumba;;XV Piracicaba;Fim do empréstimo;;Entradas 11/12
Zé Vitor;;Slo. Bratislava;Fim do empréstimo;;Entradas 11/12
Léo Navacchio;;São Paulo U20;-;;Entradas 11/12
Ademilson;;São Paulo U20;-;;Entradas 11/12
Bruno Uvini;;Tottenham Res.;Fim do empréstimo;;Entradas 11/12
Henrique Almeida;;Granada CF;Fim do empréstimo;;Entradas 11/12
Eric;;Rio Preto;Fim do empréstimo;;Entradas 11/12
Dener;;Paulista;Fim do empréstimo;;Entradas 11/12
€ 13.80 mi.;€ 13.80 mi.;€ 13.80 mi.;€ 13.80 mi.;€ 13.80 mi.;Entradas 11/12
Lucas Piazón;;Chelsea;€ 7.50 mi.;;Saídas 11/12
Jean;;Fluminense;€ 1.00 mi.;;Saídas 11/12
Dagoberto;;Internacional;€ 580 mil;;Saídas 11/12
Henrique Almeida;;Granada CF;Valor de empréstimo: € 500 mil;;Saídas 11/12
Carlinhos Paraíba;;Omiya Ardija;Valor de empréstimo: € 330 mil;;Saídas 11/12
Fabiano;;Olhanense;custo zero;;Saídas 11/12
Alex Cazumba;;XV Piracicaba;Empréstimo;;Saídas 11/12
Juan;;Santos;Empréstimo;;Saídas 11/12
Leonardo;;LA Galaxy;custo zero;;Saídas 11/12
Miranda;;Atlético;custo zero;;Saídas 11/12
Cléber Santana;;Avaí;Empréstimo;;Saídas 11/12
Eric;;Barretos;Empréstimo;;Saídas 11/12
Rafael Lopes;;Ypiranga-RS;custo zero;;Saídas 11/12
Thiago;;São Carlos;custo zero;;Saídas 11/12
Alex Cazumba;;Botafogo-SP;Empréstimo;;Saídas 11/12
Eric;;Rio Preto;Empréstimo;;Saídas 11/12
Marcelinho Paraíba;;Sport;custo zero;;Saídas 11/12
Wagner Diniz;;Itumbiara;custo zero;;Saídas 11/12
Alex Cazumba;;Ferroviária;Empréstimo;;Saídas 11/12
Rodrigo Souto;;Júbilo Iwata;?;;Saídas 11/12
Diogo Silvestre;;Anderlecht;Empréstimo;;Saídas 11/12
Bruno Formigoni;;Guaratinguetá;Empréstimo;;Saídas 11/12
Lucas Mendes;;Santo André;Empréstimo;;Saídas 11/12
Sérgio Mota;;Icasa;Empréstimo;;Saídas 11/12
Zé Vitor;;Slo. Bratislava;Empréstimo;;Saídas 11/12
Roni;;Gyeongnam FC;Empréstimo;;Saídas 11/12
Roni;;Gyeongnam FC;Empréstimo;;Saídas 11/12
Bruno Uvini;;Tottenham Res.;Empréstimo;;Saídas 11/12
Mazola;;HZ Greentown;Empréstimo;;Saídas 11/12
Juninho;;LA Galaxy;Empréstimo;;Saídas 11/12
Sérgio Mota;;Santo André;Empréstimo;;Saídas 11/12
Jackson;;Dallas;?;;Saídas 11/12
Bruno Formigoni;;Paulista;Empréstimo;;Saídas 11/12
Thiago Carleto;;Fluminense;Empréstimo;;Saídas 11/12
Dener;;Paulista;Empréstimo;;Saídas 11/12
Roni;;Paulista;Empréstimo;;Saídas 11/12
Cazão;;Sem clube;-;;Saídas 11/12
Ilsinho;;Desp. Brasil;Fim do empréstimo;;Saídas 11/12
Rivaldo;;Mogi Mirim;Fim do empréstimo;;Saídas 11/12
Xandão;;Desp. Brasil;Fim do empréstimo;;Saídas 11/12
Marlos;;Rentistas;Fim do empréstimo;;Saídas 11/12
João Filipe;;Botafogo;Fim do empréstimo;;Saídas 11/12
€ 9.91 mi.;€ 9.91 mi.;€ 9.91 mi.;€ 9.91 mi.;€ 9.91 mi.;Saídas 11/12
Luís Fabiano;;Sevilla;€ 7.60 mi.;;Entradas 10/11
Rhodolfo;;Atlético-PR;€ 1.30 mi.;;Entradas 10/11
Juan;;Flamengo;custo zero;;Entradas 10/11
Willian José;;CD Maldonado;Empréstimo;;Entradas 10/11
Rivaldo;;Mogi Mirim;Empréstimo;;Entradas 10/11
Edson Ratinho;;Mallorca;Empréstimo;;Entradas 10/11
Marlos;;Rentistas;Empréstimo;;Entradas 10/11
Ricardo Oliveira;;Al-Jazira;Empréstimo;;Entradas 10/11
Ilsinho;;Desp. Brasil;Empréstimo;;Entradas 10/11
Zé Vitor;;São Paulo U20;-;;Entradas 10/11
Leonardo;;LA Galaxy;Fim do empréstimo;;Entradas 10/11
Lucas Moura;;São Paulo U20;-;;Entradas 10/11
Lucas Gaúcho;;São Paulo U20;-;;Entradas 10/11
Cazão;;Marília;Fim do empréstimo;;Entradas 10/11
Alex Cazumba;;LA Galaxy;Fim do empréstimo;;Entradas 10/11
Rafinha;;Coritiba;Fim do empréstimo;;Entradas 10/11
Renan Teixeira;;Guarani;Fim do empréstimo;;Entradas 10/11
Mazola;;Guarani;Fim do empréstimo;;Entradas 10/11
Bruno Formigoni;;Figueirense;Fim do empréstimo;;Entradas 10/11
Fabiano;;América-RN;Fim do empréstimo;;Entradas 10/11
Rafael Lopes;;Fortaleza;Fim do empréstimo;;Entradas 10/11
Roni;;Karsiyaka;Fim do empréstimo;;Entradas 10/11
Everson;;Americana;Fim do empréstimo;;Entradas 10/11
Paulinho;;São Paulo U17;-;;Entradas 10/11
Casemiro;;São Paulo U20;-;;Entradas 10/11
Arouca;;Santos;Fim do empréstimo;;Entradas 10/11
Dener;;São Paulo U20;-;;Entradas 10/11
Cazão;;Corinthians-AL;Fim do empréstimo;;Entradas 10/11
Bruno Formigoni;;Paulista;Fim do empréstimo;;Entradas 10/11
Alex Cazumba;;Ituano;Fim do empréstimo;;Entradas 10/11
Eric;;Sertãozinho;Fim do empréstimo;;Entradas 10/11
Thiago;;Paulínia;Fim do empréstimo;;Entradas 10/11
Lucas Gaúcho;;São Bernardo;Fim do empréstimo;;Entradas 10/11
Thiago Carleto;;Olimpia;Fim do empréstimo;;Entradas 10/11
Rodrigo Caio;;São Paulo U20;-;;Entradas 10/11
€ 8.90 mi.;€ 8.90 mi.;€ 8.90 mi.;€ 8.90 mi.;€ 8.90 mi.;Entradas 10/11
Hernanes;;Lazio;€ 13.50 mi.;;Saídas 10/11
Arouca;;Santos;€ 3.50 mi.;;Saídas 10/11
Léo Lima;;Al-Nasr;€ 1.60 mi.;;Saídas 10/11
Roger Silva;;Kashiwa Reysol;€ 800 mil;;Saídas 10/11
Júnior César;;Flamengo;€ 220 mil;;Saídas 10/11
Marlos;;Rentistas;custo zero;;Saídas 10/11
Cléber Santana;;Atlético-PR;Empréstimo;;Saídas 10/11
Adrián González;;Arsenal Sarandí;custo zero;;Saídas 10/11
Jorge Wagner;;Kashiwa Reysol;custo zero;;Saídas 10/11
Washington;;Fluminense;custo zero;;Saídas 10/11
Alex Cazumba;;Ituano;Empréstimo;;Saídas 10/11
Eric;;Sertãozinho;Empréstimo;;Saídas 10/11
David;;Bidvest Wits FC;custo zero;;Saídas 10/11
Renato Silva;;Shandong;custo zero;;Saídas 10/11
Marcelinho Paraíba;;Sport;Empréstimo;;Saídas 10/11
Bruno Silva;;FK Qabala;custo zero;;Saídas 10/11
Rafinha;;Coritiba;custo zero;;Saídas 10/11
Renan Teixeira;;Vit. Guimarães;custo zero;;Saídas 10/11
Francisco Alex;;Itapirense;custo zero;;Saídas 10/11
Everson;;Americana;custo zero;;Saídas 10/11
Samuel Jesus;;Werder Bremen;custo zero;;Saídas 10/11
Richarlyson;;Atlético-MG;custo zero;;Saídas 10/11
Thiago Carleto;;América-MG;Empréstimo;;Saídas 10/11
Cazão;;Marília;Empréstimo;;Saídas 10/11
Jackson;;Dallas;Empréstimo;;Saídas 10/11
Roni;;Karsiyaka;Empréstimo;;Saídas 10/11
Henrique Almeida;;Vitória;Empréstimo;;Saídas 10/11
Lucas Gaúcho;;Portuguesa;?;;Saídas 10/11
Rafael Lopes;;Corinthians-AL;Empréstimo;;Saídas 10/11
Lucas Gaúcho;;São Bernardo;Empréstimo;;Saídas 10/11
Diogo Silvestre;;Goiás;Empréstimo;;Saídas 10/11
Bruno Formigoni;;Paulista;Empréstimo;;Saídas 10/11
Thiago;;Paulínia;Empréstimo;;Saídas 10/11
Cazão;;Corinthians-AL;Empréstimo;;Saídas 10/11
Thiago Carleto;;Olimpia;Empréstimo;;Saídas 10/11
Mazola;;Urawa Reds;Empréstimo;;Saídas 10/11
Sérgio Mota;;Ceará;Empréstimo;;Saídas 10/11
Fernandão;;Fim de carreira;-;;Saídas 10/11
Bosco;;Fim de carreira;-;;Saídas 10/11
Ricardo Oliveira;;Al-Jazira;Fim do empréstimo;;Saídas 10/11
€ 19.62 mi.;€ 19.62 mi.;€ 19.62 mi.;€ 19.62 mi.;€ 19.62 mi.;Saídas 10/11
Cléber Santana;;Atlético;€ 1.50 mi.;;Entradas 09/10
Alex Silva;;Hamburgo;Valor de empréstimo: € 1.00 mi.;;Entradas 09/10
Fernandinho;;Desp. Brasil;Valor de empréstimo: € 600 mil;;Entradas 09/10
Fernandão;;Goiás;€ 260 mil;;Entradas 09/10
Carlinhos Paraíba;;Coritiba;€ 100 mil;;Entradas 09/10
André Luis;;Barueri;custo zero;;Entradas 09/10
Nelson Saavedra;;Rentistas;Empréstimo;;Entradas 09/10
Adrián González;;San Lorenzo;custo zero;;Entradas 09/10
Samuel Jesus;;Joinville;custo zero;;Entradas 09/10
Thiago Carleto;;Valencia;custo zero;;Entradas 09/10
Cicinho;;Roma;Empréstimo;;Entradas 09/10
Léo Lima;;Vasco da Gama;custo zero;;Entradas 09/10
Marcelinho Paraíba;;Coritiba;custo zero;;Entradas 09/10
Rodrigo Souto;;Santos;?;;Entradas 09/10
Xandão;;Desp. Brasil;Empréstimo;;Entradas 09/10
Rafinha;;Paraná;Fim do empréstimo;;Entradas 09/10
Wagner Diniz;;Santos;Fim do empréstimo;;Entradas 09/10
Roger Silva;;Vitória;Fim do empréstimo;;Entradas 09/10
Renan Teixeira;;Atlético-MG;Fim do empréstimo;;Entradas 09/10
Cazão;;Ituano;Fim do empréstimo;;Entradas 09/10
Allan Dias;;Ituano;Fim do empréstimo;;Entradas 09/10
Jackson;;São Caetano;Fim do empréstimo;;Entradas 09/10
Thiago;;Ituano;Fim do empréstimo;;Entradas 09/10
Mazola;;São Paulo U20;-;;Entradas 09/10
Bruno Formigoni;;Cerezo Osaka;Fim do empréstimo;;Entradas 09/10
Eric;;Catanduvense;Fim do empréstimo;;Entradas 09/10
Rafael Lopes;;Mogi Mirim;Fim do empréstimo;;Entradas 09/10
Cazão;;Francana;Fim do empréstimo;;Entradas 09/10
Jackson;;Botafogo-SP;Fim do empréstimo;;Entradas 09/10
Thiago;;Colo-Colo;Fim do empréstimo;;Entradas 09/10
David;;Rio Claro;Fim do empréstimo;;Entradas 09/10
Bruno Formigoni;;Paulista;Fim do empréstimo;;Entradas 09/10
Mazola;;Paulista;Fim do empréstimo;;Entradas 09/10
Fabiano;;Santo André;Fim do empréstimo;;Entradas 09/10
Everson;;São Paulo U20;-;;Entradas 09/10
€ 3.46 mi.;€ 3.46 mi.;€ 3.46 mi.;€ 3.46 mi.;€ 3.46 mi.;Entradas 09/10
Oscar;;Internacional;€ 6.00 mi.;;Saídas 09/10
Eduardo Costa;;Monaco;€ 2.50 mi.;;Saídas 09/10
André Dias;;Lazio;€ 2.50 mi.;;Saídas 09/10
Alex Cazumba;;LA Galaxy;Valor de empréstimo: € 400 mil;;Saídas 09/10
Borges;;Grêmio;custo zero;;Saídas 09/10
Rafinha;;Paraná;Empréstimo;;Saídas 09/10
Fabiano;;América-RN;Empréstimo;;Saídas 09/10
Eric;;Catanduvense;Empréstimo;;Saídas 09/10
Hugo;;Grêmio;custo zero;;Saídas 09/10
Fabiano;;Santo André;Empréstimo;;Saídas 09/10
Allan Dias;;Guaratinguetá;custo zero;;Saídas 09/10
Serginho;;Operário-PR;custo zero;;Saídas 09/10
Renan Teixeira;;Guarani;Empréstimo;;Saídas 09/10
Fabrício Rodrigues;;Bidvest Wits FC;?;;Saídas 09/10
Bruno Formigoni;;Cerezo Osaka;Empréstimo;;Saídas 09/10
Cazão;;Ituano;Empréstimo;;Saídas 09/10
Allan Dias;;Ituano;Empréstimo;;Saídas 09/10
Thiago;;Ituano;Empréstimo;;Saídas 09/10
Jackson;;São Caetano;Empréstimo;;Saídas 09/10
André Luis;;Fluminense;?;;Saídas 09/10
Bruno Formigoni;;Figueirense;Empréstimo;;Saídas 09/10
Mazola;;Guarani;Empréstimo;;Saídas 09/10
Roger Silva;;Guarani;Empréstimo;;Saídas 09/10
Leonardo;;LA Galaxy;Empréstimo;;Saídas 09/10
Arouca;;Santos;Empréstimo;;Saídas 09/10
Zé Luis;;Atlético-MG;?;;Saídas 09/10
Mazola;;Paulista;Empréstimo;;Saídas 09/10
David;;Rio Claro;Empréstimo;;Saídas 09/10
Thiago;;Colo-Colo;Empréstimo;;Saídas 09/10
Jackson;;Botafogo-SP;Empréstimo;;Saídas 09/10
Cazão;;Francana;Empréstimo;;Saídas 09/10
Wagner Diniz;;Atlético-PR;Empréstimo;;Saídas 09/10
Juninho;;Cuiabá;?;;Saídas 09/10
Everson;;Guaratinguetá;Empréstimo;;Saídas 09/10
Juninho;;LA Galaxy;Empréstimo;;Saídas 09/10
Rafael Lopes;;Mogi Mirim;Empréstimo;;Saídas 09/10
Rafinha;;Coritiba;Empréstimo;;Saídas 09/10
Bruno Formigoni;;Paulista;Empréstimo;;Saídas 09/10
Rodrigo;;Dinamo de Kiev;Fim do empréstimo;;Saídas 09/10
Nelson Saavedra;;Rentistas;Fim do empréstimo;;Saídas 09/10
Jean Rolt;;Ponte Preta;Fim do empréstimo;;Saídas 09/10
Alê;;Sem clube;-;;Saídas 09/10
Aislan;;Sem clube;-;;Saídas 09/10
€ 11.40 mi.;€ 11.40 mi.;€ 11.40 mi.;€ 11.40 mi.;€ 11.40 mi.;Saídas 09/10
André Lima;;Hertha Berlim;Valor de empréstimo: € 800 mil;;Entradas 08/09
Arouca;;Fluminense;€ 290 mil;;Entradas 08/09
Renato Silva;;Botafogo;custo zero;;Entradas 08/09
Anderson;;Lyon;Empréstimo;;Entradas 08/09
Marlos;;Coritiba;custo zero;;Entradas 08/09
Wagner Diniz;;Vasco da Gama;custo zero;;Entradas 08/09
Denis;;Ponte Preta;custo zero;;Entradas 08/09
Júnior César;;Fluminense;custo zero;;Entradas 08/09
Washington;;Fluminense;custo zero;;Entradas 08/09
Eduardo Costa;;Espanyol;custo zero;;Entradas 08/09
Rodrigo;;Dinamo de Kiev;Empréstimo;;Entradas 08/09
Bruno Uvini;;GO Audax;?;;Entradas 08/09
Alê;;Cerezo Osaka;Fim do empréstimo;;Entradas 08/09
David;;Bidvest Wits FC;Fim do empréstimo;;Entradas 08/09
Fabrício Rodrigues;;Bidvest Wits FC;Fim do empréstimo;;Entradas 08/09
Mateus;;Nacional-AM;Fim do empréstimo;;Entradas 08/09
Alex Bruno;;Portuguesa;Fim do empréstimo;;Entradas 08/09
Oscar;;São Paulo U17;-;;Entradas 08/09
Raphael Luz;;Atl. Alagoinhas;Fim do empréstimo;;Entradas 08/09
Serginho;;Marília;Fim do empréstimo;;Entradas 08/09
Mateus;;Santo André;Fim do empréstimo;;Entradas 08/09
Allan Dias;;Toledo;Fim do empréstimo;;Entradas 08/09
Jadílson;;Cruzeiro;Fim do empréstimo;;Entradas 08/09
Rafinha;;São Caetano;Fim do empréstimo;;Entradas 08/09
Renan Teixeira;;Vitória;Fim do empréstimo;;Entradas 08/09
Andrezinho;;São Caetano;Fim do empréstimo;;Entradas 08/09
Alex Bruno;;Figueirense;Fim do empréstimo;;Entradas 08/09
Alex Cazumba;;Figueirense;Fim do empréstimo;;Entradas 08/09
Roger Silva;;Sport;Fim do empréstimo;;Entradas 08/09
Francisco Alex;;Sport;Fim do empréstimo;;Entradas 08/09
Bruno Silva;;Toledo;Fim do empréstimo;;Entradas 08/09
Juninho;;São Paulo U20;-;;Entradas 08/09
Diogo Silvestre;;São Paulo U20;-;;Entradas 08/09
Bruno Formigoni;;São Paulo U20;-;;Entradas 08/09
Leonardo;;São Paulo U20;-;;Entradas 08/09
Henrique Almeida;;São Paulo U20;-;;Entradas 08/09
Raphael Luz;;Goiás;Fim do empréstimo;;Entradas 08/09
Allan Dias;;Volta Redonda;Fim do empréstimo;;Entradas 08/09
Roger Silva;;Fluminense;Fim do empréstimo;;Entradas 08/09
Fabiano;;Toledo;Fim do empréstimo;;Entradas 08/09
Rafael Lopes;;Toledo;Fim do empréstimo;;Entradas 08/09
Sérgio Mota;;Toledo;Fim do empréstimo;;Entradas 08/09
Jackson;;Mogi Mirim;Fim do empréstimo;;Entradas 08/09
Serginho;;Toledo;Fim do empréstimo;;Entradas 08/09
Eric;;Toledo;Fim do empréstimo;;Entradas 08/09
Alex Cazumba;;Toledo;Fim do empréstimo;;Entradas 08/09
Cazão;;Toledo;Fim do empréstimo;;Entradas 08/09
Juninho;;Toledo;Fim do empréstimo;;Entradas 08/09
Léo Vieira;;Toledo;Fim do empréstimo;;Entradas 08/09
Diogo Silvestre;;Toledo;Fim do empréstimo;;Entradas 08/09
Leonardo;;Toledo;Fim do empréstimo;;Entradas 08/09
Francisco Alex;;Paulista;Fim do empréstimo;;Entradas 08/09
Pablo;;Toledo;Fim do empréstimo;;Entradas 08/09
€ 1.09 mi.;€ 1.09 mi.;€ 1.09 mi.;€ 1.09 mi.;€ 1.09 mi.;Entradas 08/09
Aloísio Chulapa;;Al-Rayyan;€ 660 mil;;Saídas 08/09
Raphael Luz;;Cruzeiro;custo zero;;Saídas 08/09
Jancarlos;;Cruzeiro;custo zero;;Saídas 08/09
Andrezinho;;Guarani;custo zero;;Saídas 08/09
Alex Cazumba;;Vila Nova;Empréstimo;;Saídas 08/09
Eric;;Vila Nova;Empréstimo;;Saídas 08/09
Alex Bruno;;Atlético-MG;custo zero;;Saídas 08/09
Chumbinho;;Leixões;custo zero;;Saídas 08/09
Alex Cazumba;;Toledo;Empréstimo;;Saídas 08/09
Eric;;Toledo;Empréstimo;;Saídas 08/09
Fábio Santos;;Santos;custo zero;;Saídas 08/09
Fabiano;;Toledo;Empréstimo;;Saídas 08/09
Rafinha;;Goiás;Empréstimo;;Saídas 08/09
Júnior;;Atlético-MG;custo zero;;Saídas 08/09
Néicer Reasco;;LDU Quito;custo zero;;Saídas 08/09
Alex Cazumba;;Figueirense;Empréstimo;;Saídas 08/09
Maurinho;;Cruzeiro;custo zero;;Saídas 08/09
Jadílson;;Grêmio;custo zero;;Saídas 08/09
Alex Bruno;;Figueirense;Empréstimo;;Saídas 08/09
Thiago;;Nacional-SP;Empréstimo;;Saídas 08/09
Roger Silva;;Vitória;Empréstimo;;Saídas 08/09
Cazão;;Toledo;Empréstimo;;Saídas 08/09
Raphael Luz;;Goiás;Empréstimo;;Saídas 08/09
Rafael Lopes;;Santo André;Empréstimo;;Saídas 08/09
Fabrício Rodrigues;;Bidvest Wits FC;Empréstimo;;Saídas 08/09
Raphael Luz;;Atl. Alagoinhas;Empréstimo;;Saídas 08/09
Allan Dias;;Toledo;Empréstimo;;Saídas 08/09
David;;Bidvest Wits FC;Empréstimo;;Saídas 08/09
Diogo Silvestre;;Toledo;Empréstimo;;Saídas 08/09
Alex Bruno;;Portuguesa;Empréstimo;;Saídas 08/09
Roger Silva;;Fluminense;Empréstimo;;Saídas 08/09
Renan Teixeira;;Atlético-MG;Empréstimo;;Saídas 08/09
Francisco Alex;;Paulista;Empréstimo;;Saídas 08/09
Juninho;;Botafogo;?;;Saídas 08/09
Rafael Lopes;;Toledo;Empréstimo;;Saídas 08/09
Sérgio Mota;;Toledo;Empréstimo;;Saídas 08/09
Bruno Silva;;Toledo;Empréstimo;;Saídas 08/09
Pablo;;Toledo;Empréstimo;;Saídas 08/09
Serginho;;Toledo;Empréstimo;;Saídas 08/09
Jackson;;Mogi Mirim;Empréstimo;;Saídas 08/09
Allan Dias;;Volta Redonda;Empréstimo;;Saídas 08/09
Leonardo;;Toledo;Empréstimo;;Saídas 08/09
Mateus;;Nacional-AM;Empréstimo;;Saídas 08/09
Juninho;;Toledo;Empréstimo;;Saídas 08/09
Léo Vieira;;Toledo;Empréstimo;;Saídas 08/09
Pablo;;Sem clube;-;;Saídas 08/09
Mateus;;Sem clube;-;;Saídas 08/09
Bruno;;Fim de carreira;-;;Saídas 08/09
Éder Sciola;;Noroeste;Fim do empréstimo;;Saídas 08/09
Joílson;;Tombense;Fim do empréstimo;;Saídas 08/09
Éder Luís;;Atlético-MG;Fim do empréstimo;;Saídas 08/09
Anderson;;Lyon;Fim do empréstimo;;Saídas 08/09
€ 660 mil;€ 660 mil;€ 660 mil;€ 660 mil;€ 660 mil;Saídas 08/09
Jorge Wagner;;Betis;€ 1.23 mi.;;Entradas 07/08
Éder Luís;;Atlético-MG;Valor de empréstimo: € 600 mil;;Entradas 07/08
Éder Sciola;;Noroeste;Valor de empréstimo: € 500 mil;;Entradas 07/08
Jancarlos;;Atlético-PR;custo zero;;Entradas 07/08
Carlos Alberto;;Werder Bremen;Empréstimo;;Entradas 07/08
Adriano;;Inter;Empréstimo;;Entradas 07/08
Juninho;;Botafogo;?;;Entradas 07/08
Zé Luis;;São Caetano;?;;Entradas 07/08
Zé Luis;;São Caetano;Empréstimo;;Entradas 07/08
Joílson;;Tombense;Empréstimo;;Entradas 07/08
Danilo Silva;;Guarani;Empréstimo;;Entradas 07/08
Fábio Santos;;Lyon;Empréstimo;;Entradas 07/08
Fabrício Rodrigues;;Marília;Fim do empréstimo;;Entradas 07/08
Roger Silva;;Ponte Preta;Fim do empréstimo;;Entradas 07/08
Cazão;;Guaratinguetá;Fim do empréstimo;;Entradas 07/08
Andrezinho;;Ponte Preta;Fim do empréstimo;;Entradas 07/08
Alex Cazumba;;Rio Claro;Fim do empréstimo;;Entradas 07/08
David;;Paulista;Fim do empréstimo;;Entradas 07/08
Alex Bruno;;Botafogo;Fim do empréstimo;;Entradas 07/08
Fábio Santos;;Cruzeiro;Fim do empréstimo;;Entradas 07/08
Maurinho;;Goiás;Fim do empréstimo;;Entradas 07/08
Alex Cazumba;;Juventude;Fim do empréstimo;;Entradas 07/08
Mateus;;Fortaleza;Fim do empréstimo;;Entradas 07/08
Breno;;São Paulo U17;-;;Entradas 07/08
David;;Metropolitano;Fim do empréstimo;;Entradas 07/08
Pablo;;Metropolitano;Fim do empréstimo;;Entradas 07/08
Bruno Silva;;Toledo;Fim do empréstimo;;Entradas 07/08
Cazão;;XV Piracicaba;Fim do empréstimo;;Entradas 07/08
Jackson;;Uberaba;Fim do empréstimo;;Entradas 07/08
Renan Teixeira;;Al-Ittihad;Fim do empréstimo;;Entradas 07/08
Roger Silva;;Al-Nasr;Fim do empréstimo;;Entradas 07/08
Wellington;;São Paulo U20;-;;Entradas 07/08
Eric;;São Paulo U20;-;;Entradas 07/08
Pablo;;São Paulo U20;-;;Entradas 07/08
Rafael Lopes;;São Paulo U20;-;;Entradas 07/08
Aislan;;São Paulo U20;-;;Entradas 07/08
Roni;;São Paulo U17;-;;Entradas 07/08
€ 2.33 mi.;€ 2.33 mi.;€ 2.33 mi.;€ 2.33 mi.;€ 2.33 mi.;Entradas 07/08
Breno;;Bayern;€ 12.00 mi.;;Saídas 07/08
Ilsinho;;Shakhtar;€ 10.00 mi.;;Saídas 07/08
Souza;;PSG;€ 4.00 mi.;;Saídas 07/08
Edcarlos;;Benfica;€ 1.80 mi.;;Saídas 07/08
Josué;;Wolfsburg;€ 1.46 mi.;;Saídas 07/08
Diego Tardelli;;Flamengo;€ 800 mil;;Saídas 07/08
Roger Silva;;Sport;Valor de empréstimo: € 450 mil;;Saídas 07/08
Roger Silva;;Al-Nasr;Valor de empréstimo: € 50 mil;;Saídas 07/08
Alex Cazumba;;Juventude;Valor de empréstimo: € 50 mil;;Saídas 07/08
Maurinho;;Goiás;Valor de empréstimo: € 15 mil;;Saídas 07/08
Caiuby;;Corinthians;custo zero;;Saídas 07/08
Rafinha;;São Caetano;Empréstimo;;Saídas 07/08
Lenílson;;Jaguares;custo zero;;Saídas 07/08
Fernando;;Goiás;custo zero;;Saídas 07/08
Leandro;;Tokyo Verdy;custo zero;;Saídas 07/08
Andrezinho;;São Caetano;Empréstimo;;Saídas 07/08
Serginho;;Marília;Empréstimo;;Saídas 07/08
Jadílson;;Cruzeiro;Empréstimo;;Saídas 07/08
Fábio Santos;;Monaco;Empréstimo;;Saídas 07/08
Fabrício Rodrigues;;Marília;Empréstimo;;Saídas 07/08
Renan Teixeira;;Al-Ittihad;Empréstimo;;Saídas 07/08
Cazão;;Guaratinguetá;Empréstimo;;Saídas 07/08
Mateus;;Fortaleza;Empréstimo;;Saídas 07/08
Francisco Alex;;Sport;Empréstimo;;Saídas 07/08
Thiago;;Penafiel;Empréstimo;;Saídas 07/08
Jackson;;Uberaba;Empréstimo;;Saídas 07/08
Cazão;;XV Piracicaba;Empréstimo;;Saídas 07/08
Renan Teixeira;;Vitória;Empréstimo;;Saídas 07/08
Jean;;Penafiel;Empréstimo;;Saídas 07/08
Bruno Silva;;Toledo;Empréstimo;;Saídas 07/08
David;;Metropolitano;Empréstimo;;Saídas 07/08
Pablo;;Metropolitano;Empréstimo;;Saídas 07/08
Mateus;;Santo André;Empréstimo;;Saídas 07/08
Carlinhos;;Marília;?;;Saídas 07/08
Danilo Silva;;Guarani;Fim do empréstimo;;Saídas 07/08
Jorge Wagner;;Betis;Fim do empréstimo;;Saídas 07/08
Zé Luis;;São Caetano;Fim do empréstimo;;Saídas 07/08
Jorge Miguel;;Sem clube;-;;Saídas 07/08
Frédson;;Espanyol;Fim do empréstimo;;Saídas 07/08
Carlos Alberto;;Werder Bremen;Fim do empréstimo;;Saídas 07/08
€ 30.63 mi.;€ 30.63 mi.;€ 30.63 mi.;€ 30.63 mi.;€ 30.63 mi.;Saídas 07/08
Dagoberto;;Atlético-PR;€ 1.90 mi.;;Entradas 06/07
Miranda;;FC Sochaux;€ 1.20 mi.;;Entradas 06/07
Francisco Alex;;Ferroviário;€ 1.00 mi.;;Entradas 06/07
Frédson;;Espanyol;Valor de empréstimo: € 300 mil;;Entradas 06/07
Maurinho;;Cruzeiro;custo zero;;Entradas 06/07
Néicer Reasco;;LDU Quito;custo zero;;Entradas 06/07
Fernando;;Fluminense;custo zero;;Entradas 06/07
Miranda;;FC Sochaux;Empréstimo;;Entradas 06/07
Borges;;Vegalta Sendai;custo zero;;Entradas 06/07
Lenílson;;Noroeste;custo zero;;Entradas 06/07
Hugo;;Grêmio;custo zero;;Entradas 06/07
Ilsinho;;Palmeiras;custo zero;;Entradas 06/07
Caiuby;;Ferroviária;custo zero;;Entradas 06/07
Jorge Wagner;;Betis;Empréstimo;;Entradas 06/07
Edgar Bruno;;Joinville;Empréstimo;;Entradas 06/07
Marcel;;Benfica;Empréstimo;;Entradas 06/07
Jadílson;;Goiás;?;;Entradas 06/07
Alê;;Botafogo;Fim do empréstimo;;Entradas 06/07
Fabrício Rodrigues;;São Paulo U20;-;;Entradas 06/07
Mateus;;Bragantino;Fim do empréstimo;;Entradas 06/07
Davi;;Bragantino;Fim do empréstimo;;Entradas 06/07
Renan Teixeira;;Juventude;Fim do empréstimo;;Entradas 06/07
Roger Silva;;Palmeiras;Fim do empréstimo;;Entradas 06/07
Fábio Santos;;Kashima Antlers;Fim do empréstimo;;Entradas 06/07
Hernanes;;Santo André;Fim do empréstimo;;Entradas 06/07
Rafinha;;Grêmio;Fim do empréstimo;;Entradas 06/07
Diego Tardelli;;São Caetano;Fim do empréstimo;;Entradas 06/07
